1.7519	1.7927	1.9216	0.0000	1.9606	1.9295	1.8063	1.7689	1.8108	1.7045	1.6670	1.7093	1.6655	0.0000	1.4715	1.2627	1.0713	1.0823	1.1328	1.0847	0.0000	0.9641	0.9855	0.8424	0.7809	0.7796	0.6789	0.6284	0.6332	0.5336	0.0000	0.4681	0.4675	0.5318
1.6312	1.6547	1.7066	1.8065	1.8239	0.0000	1.7596	1.7291	0.0000	1.6649	1.6260	0.0000	1.5572	1.4715	1.3164	1.1789	1.0182	1.0407	1.0918	0.9931	1.0003	0.9626	0.0000	0.8284	0.7652	0.0000	0.6721	0.6156	0.0000	0.5473	0.4927	0.4311	0.4605	0.5274
1.4877	1.4948	1.5134	1.5386	1.5590	1.6073	1.5285	1.5032	1.5360	1.4486	1.4162	1.4330	1.3368	1.2627	1.1789	1.0842	0.9589	1.0122	1.0975	0.9923	0.9484	0.9213	0.9282	0.8243	0.7690	0.7635	0.6737	0.6201	0.6083	0.5290	0.4747	0.4429	0.4816	0.5363
1.2879	1.2864	1.2889	1.2986	1.2995	1.3031	1.2764	1.2579	1.2461	1.2140	1.1869	1.1639	1.1189	1.0713	1.0182	0.9589	0.8830	1.0187	0.9154	0.8610	0.8241	0.7916	0.7603	0.7150	0.6725	0.6338	0.5867	0.5444	0.5061	0.4613	0.4231	0.3996	0.4232	0.5766
1.3200	1.3016	1.2953	1.2968	1.2995	1.2999	1.2772	1.2601	1.2442	1.2151	1.1893	1.1677	1.1238	1.0823	1.0407	1.0122	1.0187	0.8008	0.7944	0.7761	0.7544	0.7296	0.7030	0.6618	0.6241	0.5899	0.5466	0.5073	0.4726	0.4332	0.3980	0.3764	0.3916	0.5012
1.0698	1.3518	1.3283	1.3389	1.3655	1.4250	1.3388	1.3154	1.3650	1.2724	1.2470	1.2896	1.1928	1.1328	1.0918	1.0975	0.9154	0.7944	0.8319	0.8343	0.8285	0.8118	0.8090	0.7418	0.6987	0.6796	0.6129	0.5679	0.5480	0.4867	0.4432	0.4153	0.4249	0.5271
0.9438	1.1792	1.1834	1.2668	1.2918	0.0000	1.2266	1.2041	0.0000	1.1685	1.1458	0.0000	1.1380	1.0847	0.9931	0.9923	0.8610	0.7761	0.8343	0.8671	0.9003	0.8859	0.0000	0.7997	0.7529	0.0000	0.6623	0.6150	0.0000	0.5351	0.4873	0.4386	0.4389	0.5319
0.8726	1.1011	1.1775	0.0000	1.1842	1.2834	1.1515	1.1278	1.1945	1.0934	1.0783	1.1640	1.0438	0.0000	1.0003	0.9484	0.8241	0.7544	0.8285	0.9003	0.0000	0.8880	0.8478	0.7662	0.7221	0.7072	0.6361	0.5924	0.5806	0.5379	0.0000	0.4635	0.4428	0.5288
0.8202	1.0565	1.1222	1.1130	1.1452	1.1453	1.0436	1.0251	1.0774	0.9923	0.9791	1.0437	1.0160	0.9641	0.9626	0.9213	0.7916	0.7296	0.8118	0.8859	0.8880	0.8348	0.8214	0.7473	0.7055	0.6909	0.6232	0.5788	0.5648	0.5118	0.4892	0.4591	0.4408	0.5178
0.7771	1.0512	0.0000	1.1308	1.0865	0.0000	1.0392	1.0196	0.0000	0.9950	0.9798	0.0000	0.9715	0.9855	0.0000	0.9282	0.7603	0.7030	0.8090	0.0000	0.8478	0.8214	0.0000	0.7495	0.7086	0.0000	0.6279	0.5829	0.0000	0.5060	0.4709	0.0000	0.4419	0.5043
0.7191	0.9248	0.9565	0.9626	0.9345	0.9882	0.9057	0.8908	0.9501	0.8680	0.8548	0.9100	0.8350	0.8424	0.8284	0.8243	0.7150	0.6618	0.7418	0.7997	0.7662	0.7473	0.7495	0.6875	0.6511	0.6427	0.5792	0.5374	0.5199	0.4625	0.4295	0.4244	0.4103	0.4798
0.6701	0.8559	0.8750	0.8867	0.8601	0.9073	0.8368	0.8282	0.8752	0.8074	0.7927	0.8371	0.7749	0.7809	0.7652	0.7690	0.6725	0.6241	0.6987	0.7529	0.7221	0.7055	0.7086	0.6511	0.6179	0.6091	0.5500	0.5118	0.4934	0.4394	0.4071	0.4024	0.3904	0.4574
0.6260	0.8441	0.0000	0.8799	0.8576	0.0000	0.8386	0.8263	0.0000	0.8086	0.7935	0.0000	0.7766	0.7796	0.0000	0.7635	0.6338	0.5899	0.6796	0.0000	0.7072	0.6909	0.0000	0.6427	0.6091	0.0000	0.5416	0.5033	0.0000	0.4336	0.4014	0.0000	0.3822	0.4360
0.5758	0.7384	0.7619	0.7656	0.7434	0.7908	0.7252	0.7170	0.7663	0.7013	0.6902	0.7343	0.6746	0.6789	0.6721	0.6737	0.5867	0.5466	0.6129	0.6623	0.6361	0.6232	0.6279	0.5792	0.5500	0.5416	0.4890	0.4550	0.4413	0.3925	0.3633	0.3585	0.3484	0.4079
0.5310	0.6787	0.6938	0.7019	0.6832	0.7201	0.6636	0.6571	0.6944	0.6423	0.6331	0.6693	0.6212	0.6284	0.6156	0.6201	0.5444	0.5073	0.5679	0.6150	0.5924	0.5788	0.5829	0.5374	0.5118	0.5033	0.4550	0.4247	0.4111	0.3664	0.3403	0.3358	0.3250	0.3803
0.4888	0.6624	0.0000	0.7069	0.6815	0.0000	0.6571	0.6477	0.0000	0.6354	0.6265	0.0000	0.6252	0.6332	0.0000	0.6083	0.5061	0.4726	0.5480	0.0000	0.5806	0.5648	0.0000	0.5199	0.4934	0.0000	0.4413	0.4111	0.0000	0.3576	0.3332	0.0000	0.3131	0.3552
0.4427	0.5721	0.6121	0.5928	0.6140	0.6225	0.5646	0.5547	0.5921	0.5430	0.5398	0.5806	0.5626	0.5336	0.5473	0.5290	0.4613	0.4332	0.4867	0.5351	0.5379	0.5118	0.5060	0.4625	0.4394	0.4336	0.3925	0.3664	0.3576	0.3238	0.3107	0.2938	0.2795	0.3261
0.4020	0.5103	0.5459	0.0000	0.5398	0.5792	0.5258	0.5156	0.5437	0.5054	0.5014	0.5421	0.4947	0.0000	0.4927	0.4747	0.4231	0.3980	0.4432	0.4873	0.0000	0.4892	0.4709	0.4295	0.4071	0.4014	0.3633	0.3403	0.3332	0.3107	0.0000	0.2687	0.2541	0.2981
0.3814	0.4758	0.4790	0.5165	0.5201	0.0000	0.4906	0.4819	0.0000	0.4728	0.4688	0.0000	0.4791	0.4681	0.4311	0.4429	0.3996	0.3764	0.4153	0.4386	0.4635	0.4591	0.0000	0.4244	0.4024	0.0000	0.3585	0.3358	0.0000	0.2938	0.2687	0.2400	0.2341	0.2743
0.4136	0.5197	0.5107	0.5153	0.5239	0.5512	0.5154	0.5103	0.5329	0.5000	0.4931	0.5173	0.4859	0.4675	0.4605	0.4816	0.4232	0.3916	0.4249	0.4389	0.4428	0.4408	0.4419	0.4103	0.3904	0.3822	0.3484	0.3250	0.3131	0.2795	0.2541	0.2341	0.2311	0.2638
0.6007	0.5928	0.5883	0.5865	0.5861	0.5870	0.5807	0.5759	0.5725	0.5636	0.5555	0.5512	0.5413	0.5318	0.5274	0.5363	0.5766	0.5012	0.5271	0.5319	0.5288	0.5178	0.5043	0.4798	0.4574	0.4360	0.4079	0.3803	0.3552	0.3261	0.2981	0.2743	0.2638	0.2828
